-2.221441473646838978e-04,-1.570796320335255509e-04
4.665031315173599931e-03,3.298666303999030821e-03
9.552234633143969270e-03,6.754372846667710574e-03
1.443949498859276905e-02,1.020999872720121555e-02
1.932684156390677976e-02,1.366550267779152901e-02
2.421430354198729831e-02,1.712084343208675544e-02
2.910191010642383669e-02,2.057597972568392039e-02
3.398969044166767761e-02,2.403087029662175425e-02
3.887767373320503289e-02,2.748547388587345777e-02
4.376588916772962412e-02,3.093974923783944161e-02
4.865436593331504134e-02,3.439365510083999128e-02
5.354313321958616839e-02,3.784715022760790776e-02
5.843222021789010179e-02,4.130019337578106492e-02
6.332165612146652134e-02,4.475274330839499465e-02
6.821147012561694367e-02,4.820475879437530198e-02
7.310169142787312224e-02,5.165619860903004207e-02
7.799234922816468407e-02,5.510702153454209024e-02
8.288347272898567708e-02,5.855718636046133851e-02
8.777509113555975739e-02,6.200665188419680202e-02
9.266723365600455786e-02,6.545537691150876691e-02
9.755992950149436349e-02,6.890332025700061924e-02
1.024532078864221346e-01,7.235044074461083330e-02
1.073470980285590459e-01,7.579669720810454370e-02
1.122416291492136231e-01,7.924204849156528396e-02
1.171368304733888116e-01,8.268645344988644064e-02
1.220327312299369776e-01,8.612987094926261022e-02
1.269293606517142015e-01,8.957225986768078962e-02
1.318267479757317395e-01,9.301357909541156654e-02
1.367249224433063348e-01,9.645378753549999074e-02
1.416239133002078765e-01,9.989284410425627869e-02
1.465237497968060465e-01,1.033307077317466988e-01
1.514244611882135660e-01,1.067673373622837346e-01
1.563260767344281932e-01,1.102026919549165818e-01
1.612286257004720835e-01,1.136367304839211584e-01
1.661321373565288750e-01,1.170694119392901855e-01
1.710366409780779695e-01,1.205006953272226844e-01
1.759421658460271209e-01,1.239305396706139040e-01
1.808487412468412769e-01,1.273589040095442770e-01
1.857563964726698380e-01,1.307857474017688204e-01
1.906651608214701143e-01,1.342110289232060771e-01
1.955750635971289231e-01,1.376347076684266979e-01
2.004861341095803551e-01,1.410567427511419947e-01
2.053984016749209607e-01,1.444770933046924111e-01
2.103118956155219654e-01,1.478957184825351878e-01
2.152266452601376001e-01,1.513125774587324446e-01
2.201426799440111270e-01,1.547276294284387343e-01
2.250600290089762034e-01,1.581408336083881261e-01
2.299787218035565239e-01,1.615521492373814816e-01
2.348987876830594401e-01,1.649615355767730385e-01
2.398202560096688030e-01,1.683689519109570765e-01
2.447431561525316990e-01,1.717743575478541396e-01
2.496675174878424663e-01,1.751777118193968141e-01
2.545933693989227420e-01,1.785789740820156457e-01
2.595207412762968180e-01,1.819781037171242510e-01
2.644496625177640836e-01,1.853750601316047075e-01
2.693801625284657497e-01,1.887698027582919991e-01
2.743122707209487143e-01,1.921622910564586839e-01
2.792460165152237384e-01,1.955524845122989519e-01
2.841814293388203461e-01,1.989403426394125984e-01
2.891185386268359525e-01,2.023258249792882491e-01
2.940573738219806610e-01,2.057088911017866950e-01
2.989979643746185634e-01,2.090895006056239236e-01
3.039403397428012688e-01,2.124676131188530104e-01
3.088845293922997670e-01,2.158431882993469275e-01
3.138305627966281319e-01,2.192161858352797699e-01
3.187784694370646155e-01,2.225865654456086473e-01
3.237282788026656921e-01,2.259542868805543558e-01
3.286800203902742745e-01,2.293193099220820486e-01
3.336337237045253201e-01,2.326815943843819345e-01
3.385894182578419453e-01,2.360411001143487009e-01
3.435471335704284868e-01,2.393977869920612678e-01
3.485068991702565677e-01,2.427516149312620164e-01
3.534687445930456695e-01,2.461025438798351839e-01
3.584326993822367080e-01,2.494505338202854805e-01
3.633987930889611695e-01,2.527955447702158187e-01
3.683670552720013647e-01,2.561375367828048755e-01
3.733375154977471855e-01,2.594764699472840719e-01
3.783102033401435360e-01,2.628123043894141642e-01
3.832851483806334336e-01,2.661450002719618069e-01
3.882623802080920061e-01,2.694745177951745063e-01
3.932419284187560482e-01,2.728008171972569063e-01
3.982238226161441963e-01,2.761238587548447421e-01
4.032080924109717746e-01,2.794436027834797942e-01
4.081947674210571475e-01,2.827600096380835093e-01
4.131838772712210783e-01,2.860730397134306213e-01
4.181754515931794813e-01,2.893826534446223286e-01
4.231695200254253497e-01,2.926888113075580278e-01
4.281661122131077968e-01,2.959914738194082684e-01
4.331652578078982185e-01,2.992906015390854324e-01
4.381669864678520709e-01,3.025861550677154677e-01
4.431713278572600445e-01,3.058780950491078454e-01
4.481783116464923555e-01,3.091663821702257953e-01
4.531879675118338779e-01,3.124509771616559295e-01
4.582003251353104489e-01,3.157318407980768682e-01
4.632154142045075140e-01,3.190089338987279755e-01
4.682332644123780585e-01,3.222822173278769853e-01
4.732539054570436554e-01,3.255516519952877386e-01
4.782773670415839118e-01,3.288171988566865322e-01
4.833036788738193090e-01,3.320788189142289681e-01
4.883328706660818863e-01,3.353364732169651363e-01
4.933649721349783190e-01,3.385901228613050762e-01
4.984000130011417840e-01,3.418397289914832937e-01
5.034380229889746650e-01,3.450852528000227792e-01
5.084790318263809894e-01,3.483266555281984700e-01
5.135230692444889833e-01,3.515638984665000466e-01
5.185701649773623023e-01,3.547969429550944520e-01
5.236203487617012708e-01,3.580257503842871891e-01
5.286736503365333517e-01,3.612502821949836185e-01
5.337300994428932910e-01,3.644704998791497008e-01
5.387897258234907172e-01,3.676863649802712408e-01
5.438525592223680816e-01,3.708978390938137970e-01
5.489186293845456088e-01,3.741048838676808153e-01
5.539879660556573659e-01,3.773074610026718734e-01
5.590605989815720100e-01,3.805055322529402040e-01
5.641365579080043213e-01,3.836990594264489962e-01
5.692158725801141905e-01,3.868880043854280304e-01
5.742985727420920616e-01,3.900723290468285920e-01
5.793846881367333834e-01,3.932519953827786630e-01
5.844742485049999603e-01,3.964269654210369476e-01
5.895672835855684246e-01,3.995972012454462874e-01
5.946638231143658304e-01,4.027626649963865213e-01
5.997638968240915913e-01,4.059233188712265683e-01
6.048675344437267620e-01,4.090791251247756777e-01
6.099747656980304411e-01,4.122300460697347901e-01
6.150856203070201866e-01,4.153760440771460671e-01
6.202001279854407745e-01,4.185170815768423647e-01
6.253183184422176355e-01,4.216531210578960964e-01
6.304402213798961929e-01,4.247841250690667647e-01
6.355658664940675440e-01,4.279100562192488244e-01
6.406952834727778212e-01,4.310308771779177150e-01
6.458285019959244533e-01,4.341465506755760595e-01
6.509655517346358833e-01,4.372570395041983637e-01
6.561064623506368543e-01,4.403623065176754947e-01
6.612512634955973745e-01,4.434623146322584364e-01
6.663999848104670276e-01,4.465570268270009913e-01
6.715526559247936289e-01,4.496464061442019822e-01
6.767093064560231186e-01,4.527304156898466769e-01
6.818699660087859105e-01,4.558090186340470473e-01
6.870346641741661431e-01,4.588821782114819170e-01
6.922034305289532785e-01,4.619498577218360547e-01
6.973762946348773806e-01,4.650120205302382681e-01
7.025532860378266298e-01,4.680686300676989431e-01
7.077344342670479627e-01,4.711196498315466941e-01
7.129197688343303918e-01,4.741650433858645708e-01
7.181093192331692299e-01,4.772047743619248772e-01
7.233031149379138824e-01,4.802388064586238237e-01
7.285011854028945466e-01,4.832671034429145140e-01
7.337035600615342545e-01,4.862896291502400992e-01
7.389102683254392678e-01,4.893063474849654870e-01
7.441213395834712641e-01,4.923172224208086645e-01
7.493368032007998725e-01,4.953222180012704645e-01
7.545566885179375571e-01,4.983212983400644447e-01
7.597810248497507413e-01,5.013144276215447670e-01
7.650098414844570538e-01,5.043015701011349661e-01
7.702431676825963747e-01,5.072826901057536642e-01
7.754810326759855599e-01,5.102577520342416184e-01
7.807234656666502959e-01,5.132267203577861592e-01
7.859704958257360818e-01,5.161895596203455172e-01
7.912221522924008932e-01,5.191462344390729289e-01
7.964784641726821990e-01,5.220967095047382989e-01
